modality,pair,subject,method,hf_ratio
T2W,7T_to_5T,0007,UNet,0.2147049256049447
T2W,7T_to_5T,0007,INR,0.04531234013611655
T2W,7T_to_5T,0009,identite,0.8216238441165188
T2W,7T_to_5T,0009,Vectorise,0.28152752670740655
T2W,7T_to_5T,0009,UNet,0.2692577720417475
T2W,7T_to_5T,0009,INR,0.02961047930676904
T2FLAIR,0.1T_to_1.5T,0006,identite,0.424621274349309
T2FLAIR,0.1T_to_1.5T,0006,Vectorise,0.1369465829330223
T2FLAIR,0.1T_to_1.5T,0006,UNet,0.1326148802638296
T2FLAIR,0.1T_to_1.5T,0006,INR,0.07245784913532072
T2FLAIR,0.1T_to_1.5T,0007,identite,0.6410866103159132
T2FLAIR,0.1T_to_1.5T,0007,Vectorise,0.16189012922290785
T2FLAIR,0.1T_to_1.5T,0007,UNet,0.16348937234424918
T2FLAIR,0.1T_to_1.5T,0007,INR,0.05128840018774274
T2FLAIR,0.1T_to_1.5T,0009,identite,0.2392094323301645
T2FLAIR,0.1T_to_1.5T,0009,Vectorise,0.10442579273014944
T2FLAIR,0.1T_to_1.5T,0009,UNet,0.10475408954455384
T2FLAIR,0.1T_to_1.5T,0009,INR,0.05870597651233476
T2FLAIR,0.1T_to_3T,0006,identite,0.34601965120820566
T2FLAIR,0.1T_to_3T,0006,Vectorise,0.11248142096143815
T2FLAIR,0.1T_to_3T,0006,UNet,0.10635782506328777
T2FLAIR,0.1T_to_3T,0006,INR,0.05974826620290173
T2FLAIR,0.1T_to_3T,0007,identite,0.48002287101107616
T2FLAIR,0.1T_to_3T,0007,Vectorise,0.12285120757649402
T2FLAIR,0.1T_to_3T,0007,UNet,0.12389424439940358
T2FLAIR,0.1T_to_3T,0007,INR,0.0454330409158177
T2FLAIR,0.1T_to_3T,0009,identite,0.23640026056121083
T2FLAIR,0.1T_to_3T,0009,Vectorise,0.10215112461454148
T2FLAIR,0.1T_to_3T,0009,UNet,0.10193597640585708
T2FLAIR,0.1T_to_3T,0009,INR,0.0654145550830246
T2FLAIR,0.1T_to_5T,0006,identite,0.24119255382660595
T2FLAIR,0.1T_to_5T,0006,Vectorise,0.07868409615046237
T2FLAIR,0.1T_to_5T,0006,UNet,0.07326606098869662
T2FLAIR,0.1T_to_5T,0006,INR,0.04030031860680406
T2FLAIR,0.1T_to_5T,0007,identite,0.33244909474048084
T2FLAIR,0.1T_to_5T,0007,Vectorise,0.0823956405788639
T2FLAIR,0.1T_to_5T,0007,UNet,0.08456415808890345
T2FLAIR,0.1T_to_5T,0007,INR,0.03909745406917085
T2FLAIR,0.1T_to_5T,0009,identite,0.17307002945855704
T2FLAIR,0.1T_to_5T,0009,Vectorise,0.07342341688706212
T2FLAIR,0.1T_to_5T,0009,UNet,0.07502829492596882
T2FLAIR,0.1T_to_5T,0009,INR,0.05176218447231847
T2FLAIR,0.1T_to_7T,0006,identite,0.34351269249519956
T2FLAIR,0.1T_to_7T,0006,Vectorise,0.121121210821587
T2FLAIR,0.1T_to_7T,0006,UNet,0.1069253591737607
T2FLAIR,0.1T_to_7T,0006,INR,0.07349799223308859
T2FLAIR,0.1T_to_7T,0007,identite,0.4769622712855269
T2FLAIR,0.1T_to_7T,0007,Vectorise,0.11671512936121815
T2FLAIR,0.1T_to_7T,0007,UNet,0.12184312788759873
T2FLAIR,0.1T_to_7T,0007,INR,0.06759694493400198
T2FLAIR,0.1T_to_7T,0009,identite,0.2503425224521237
T2FLAIR,0.1T_to_7T,0009,Vectorise,0.11247019330523131
T2FLAIR,0.1T_to_7T,0009,UNet,0.11047871004720797
T2FLAIR,0.1T_to_7T,0009,INR,0.09754843231762954
T2FLAIR,1.5T_to_0.1T,0006,identite,2.327788315948874
T2FLAIR,1.5T_to_0.1T,0006,Vectorise,0.6606498909296386
T2FLAIR,1.5T_to_0.1T,0006,UNet,0.6784917445975167
T2FLAIR,1.5T_to_0.1T,0006,INR,0.1163606091588873
T2FLAIR,1.5T_to_0.1T,0007,identite,1.5184394694984247
T2FLAIR,1.5T_to_0.1T,0007,Vectorise,0.39834084732757813
T2FLAIR,1.5T_to_0.1T,0007,UNet,0.418837893261612
T2FLAIR,1.5T_to_0.1T,0007,INR,0.08452233337115705
T2FLAIR,1.5T_to_0.1T,0009,identite,4.224784652383082
T2FLAIR,1.5T_to_0.1T,0009,Vectorise,1.0184250308789369
T2FLAIR,1.5T_to_0.1T,0009,UNet,1.0534207225333552
T2FLAIR,1.5T_to_0.1T,0009,INR,0.16350625409556294
T2FLAIR,1.5T_to_3T,0006,identite,0.8054605011711659
T2FLAIR,1.5T_to_3T,0006,Vectorise,0.24753446194379392
T2FLAIR,1.5T_to_3T,0006,UNet,0.2427181838989863
T2FLAIR,1.5T_to_3T,0006,INR,0.038477587595455186
T2FLAIR,1.5T_to_3T,0007,identite,0.7427422551431341
T2FLAIR,1.5T_to_3T,0007,Vectorise,0.214009385654086
T2FLAIR,1.5T_to_3T,0007,UNet,0.20324189355882644
T2FLAIR,1.5T_to_3T,0007,INR,0.037047708551060855
T2FLAIR,1.5T_to_3T,0009,identite,0.9884205453748672
T2FLAIR,1.5T_to_3T,0009,Vectorise,0.2535899400181877
T2FLAIR,1.5T_to_3T,0009,UNet,0.2500448056200374
T2FLAIR,1.5T_to_3T,0009,INR,0.04065964789059353
T2FLAIR,1.5T_to_5T,0006,identite,0.5643381328573698
T2FLAIR,1.5T_to_5T,0006,Vectorise,0.1768731189724467
T2FLAIR,1.5T_to_5T,0006,UNet,0.16724595323451605
T2FLAIR,1.5T_to_5T,0006,INR,0.024214793231223487
T2FLAIR,1.5T_to_5T,0007,identite,0.5197679976228271
T2FLAIR,1.5T_to_5T,0007,Vectorise,0.1579812422781348
T2FLAIR,1.5T_to_5T,0007,UNet,0.1424305050471275
T2FLAIR,1.5T_to_5T,0007,INR,0.028939993092834654
T2FLAIR,1.5T_to_5T,0009,identite,0.7307228692316766
T2FLAIR,1.5T_to_5T,0009,Vectorise,0.1883688006890326
T2FLAIR,1.5T_to_5T,0009,UNet,0.18517342316694288
T2FLAIR,1.5T_to_5T,0009,INR,0.032668998012019244
T2FLAIR,1.5T_to_7T,0006,identite,0.8045461617579339
T2FLAIR,1.5T_to_7T,0006,Vectorise,0.26233656912461883
T2FLAIR,1.5T_to_7T,0006,UNet,0.2450930621933144
T2FLAIR,1.5T_to_7T,0006,INR,0.04185781529191716
T2FLAIR,1.5T_to_7T,0007,identite,0.7457073236467654
T2FLAIR,1.5T_to_7T,0007,Vectorise,0.23814682659262165
T2FLAIR,1.5T_to_7T,0007,UNet,0.20624549500611458
T2FLAIR,1.5T_to_7T,0007,INR,0.060588470572427444
T2FLAIR,1.5T_to_7T,0009,identite,1.0355722685564768
T2FLAIR,1.5T_to_7T,0009,Vectorise,0.2601594592565693
T2FLAIR,1.5T_to_7T,0009,UNet,0.2608032801562495
T2FLAIR,1.5T_to_7T,0009,INR,0.05917602834204535
T2FLAIR,3T_to_0.1T,0006,identite,2.8900092711736876
T2FLAIR,3T_to_0.1T,0006,Vectorise,0.786253649462831
T2FLAIR,3T_to_0.1T,0006,UNet,0.8772718428061899
T2FLAIR,3T_to_0.1T,0006,INR,0.1870888116907828
T2FLAIR,3T_to_0.1T,0007,identite,2.0279285304003527
T2FLAIR,3T_to_0.1T,0007,Vectorise,0.45408561147729615
T2FLAIR,3T_to_0.1T,0007,UNet,0.5236616687064993
T2FLAIR,3T_to_0.1T,0007,INR,0.10612336403619077
T2FLAIR,3T_to_0.1T,0009,identite,4.280485093248287
T2FLAIR,3T_to_0.1T,0009,Vectorise,1.0690250127620906
T2FLAIR,3T_to_0.1T,0009,UNet,1.2180119596078285
T2FLAIR,3T_to_0.1T,0009,INR,0.18838870399993743
T2FLAIR,3T_to_1.5T,0006,identite,1.2247539164714325
T2FLAIR,3T_to_1.5T,0006,Vectorise,0.3545165637245825
T2FLAIR,3T_to_1.5T,0006,UNet,0.3672581005541812
T2FLAIR,3T_to_1.5T,0006,INR,0.069909502300996
T2FLAIR,3T_to_1.5T,0007,identite,1.3417933770917918
T2FLAIR,3T_to_1.5T,0007,Vectorise,0.3262792915497383
T2FLAIR,3T_to_1.5T,0007,UNet,0.3443367683947988
T2FLAIR,3T_to_1.5T,0007,INR,0.06094219448779029
T2FLAIR,3T_to_1.5T,0009,identite,1.0135433934465983
T2FLAIR,3T_to_1.5T,0009,Vectorise,0.2750932733018649
T2FLAIR,3T_to_1.5T,0009,UNet,0.2905062696577297
T2FLAIR,3T_to_1.5T,0009,INR,0.04465592302890473
T2FLAIR,3T_to_5T,0006,identite,0.6950862562976725
T2FLAIR,3T_to_5T,0006,Vectorise,0.21624929102050056
T2FLAIR,3T_to_5T,0006,UNet,0.2117061736264624
T2FLAIR,3T_to_5T,0006,INR,0.0314319219037834
T2FLAIR,3T_to_5T,0007,identite,0.6984804039603999
T2FLAIR,3T_to_5T,0007,Vectorise,0.1881534227667275
T2FLAIR,3T_to_5T,0007,UNet,0.18395983258824466
T2FLAIR,3T_to_5T,0007,INR,0.02877842204122235
T2FLAIR,3T_to_5T,0009,identite,0.7418465164500777
T2FLAIR,3T_to_5T,0009,Vectorise,0.2202815451245403
T2FLAIR,3T_to_5T,0009,UNet,0.21320362965045608
T2FLAIR,3T_to_5T,0009,INR,0.03349615863143698
T2FLAIR,3T_to_7T,0006,identite,0.9925821473092317
T2FLAIR,3T_to_7T,0006,Vectorise,0.3196186991571885
T2FLAIR,3T_to_7T,0006,UNet,0.3038594107979628
T2FLAIR,3T_to_7T,0006,INR,0.046910375412150186
T2FLAIR,3T_to_7T,0007,identite,1.002104698710189
T2FLAIR,3T_to_7T,0007,Vectorise,0.2745907855812227
T2FLAIR,3T_to_7T,0007,UNet,0.2652896640608566
T2FLAIR,3T_to_7T,0007,INR,0.04634222567383827
T2FLAIR,3T_to_7T,0009,identite,1.0575284652895585
T2FLAIR,3T_to_7T,0009,Vectorise,0.3128045524860678
T2FLAIR,3T_to_7T,0009,UNet,0.30088858547324093
T2FLAIR,3T_to_7T,0009,INR,0.05764119703246883
T2FLAIR,5T_to_0.1T,0006,identite,4.147138119283311
T2FLAIR,5T_to_0.1T,0006,Vectorise,0.8852973819678851
T2FLAIR,5T_to_0.1T,0006,UNet,1.0232512142479693
T2FLAIR,5T_to_0.1T,0006,INR,0.22588695361133074
T2FLAIR,5T_to_0.1T,0007,identite,2.9119749771530956
T2FLAIR,5T_to_0.1T,0007,Vectorise,0.5642698935404702
T2FLAIR,5T_to_0.1T,0007,UNet,0.6493461561104071
T2FLAIR,5T_to_0.1T,0007,INR,0.134247304660487
T2FLAIR,5T_to_0.1T,0009,identite,5.829709305014369
T2FLAIR,5T_to_0.1T,0009,Vectorise,1.1309518078694618
T2FLAIR,5T_to_0.1T,0009,UNet,1.2637268582613035
T2FLAIR,5T_to_0.1T,0009,INR,0.2109229002731871
T2FLAIR,5T_to_1.5T,0006,identite,1.7599126019672338
T2FLAIR,5T_to_1.5T,0006,Vectorise,0.40311633350406395
T2FLAIR,5T_to_1.5T,0006,UNet,0.4421291421534229
T2FLAIR,5T_to_1.5T,0006,INR,0.0882200815075801
T2FLAIR,5T_to_1.5T,0007,identite,1.9161412407813954
T2FLAIR,5T_to_1.5T,0007,Vectorise,0.3915079050008305
T2FLAIR,5T_to_1.5T,0007,UNet,0.42897122044593766
T2FLAIR,5T_to_1.5T,0007,INR,0.07855393947946204
T2FLAIR,5T_to_1.5T,0009,identite,1.3697865015460329
T2FLAIR,5T_to_1.5T,0009,Vectorise,0.2827580965575597
T2FLAIR,5T_to_1.5T,0009,UNet,0.3011339632050873
T2FLAIR,5T_to_1.5T,0009,INR,0.04822184426117769
T2FLAIR,5T_to_3T,0006,identite,1.4349912855466653
T2FLAIR,5T_to_3T,0006,Vectorise,0.34377929043213556
T2FLAIR,5T_to_3T,0006,UNet,0.35713687629949137
T2FLAIR,5T_to_3T,0006,INR,0.06725360633638999
T2FLAIR,5T_to_3T,0007,identite,1.4315376793616825
T2FLAIR,5T_to_3T,0007,Vectorise,0.3109003443864881
T2FLAIR,5T_to_3T,0007,UNet,0.3191939007235165
T2FLAIR,5T_to_3T,0007,INR,0.05516787611657059
T2FLAIR,5T_to_3T,0009,identite,1.3657491260588175
T2FLAIR,5T_to_3T,0009,Vectorise,0.2929606467980244
T2FLAIR,5T_to_3T,0009,UNet,0.29852120026604884
T2FLAIR,5T_to_3T,0009,INR,0.045655813349186634
T2FLAIR,5T_to_7T,0006,identite,1.424411924111752
T2FLAIR,5T_to_7T,0006,Vectorise,0.3766992246520158
T2FLAIR,5T_to_7T,0006,UNet,0.3651611087952178
T2FLAIR,5T_to_7T,0006,INR,0.05333277656957748
T2FLAIR,5T_to_7T,0007,identite,1.4346926456751434
T2FLAIR,5T_to_7T,0007,Vectorise,0.3323603521372924
T2FLAIR,5T_to_7T,0007,UNet,0.3286541476767636
T2FLAIR,5T_to_7T,0007,INR,0.04582213708914934
T2FLAIR,5T_to_7T,0009,identite,1.43774027628987
T2FLAIR,5T_to_7T,0009,Vectorise,0.30966919826219996
T2FLAIR,5T_to_7T,0009,UNet,0.3097120998308486
T2FLAIR,5T_to_7T,0009,INR,0.05217051455242604
T2FLAIR,7T_to_0.1T,0006,identite,2.936157816749787
T2FLAIR,7T_to_0.1T,0006,Vectorise,0.5510124370392213
T2FLAIR,7T_to_0.1T,0006,UNet,0.7104357047939931
T2FLAIR,7T_to_0.1T,0006,INR,0.20750899440380502
T2FLAIR,7T_to_0.1T,0007,identite,2.0048189708124293
T2FLAIR,7T_to_0.1T,0007,Vectorise,0.4518144389116379
T2FLAIR,7T_to_0.1T,0007,UNet,0.6645427201898522
T2FLAIR,7T_to_0.1T,0007,INR,0.17366066969596736
T2FLAIR,7T_to_0.1T,0009,identite,4.021203112021275
T2FLAIR,7T_to_0.1T,0009,Vectorise,0.8569995966515304
T2FLAIR,7T_to_0.1T,0009,UNet,1.0209712692706876
T2FLAIR,7T_to_0.1T,0009,INR,0.2960446664049673
T2FLAIR,7T_to_1.5T,0006,identite,1.2196307039532452
T2FLAIR,7T_to_1.5T,0006,Vectorise,0.2528126678755258
T2FLAIR,7T_to_1.5T,0006,UNet,0.3030131528202047
T2FLAIR,7T_to_1.5T,0006,INR,0.10217450048797697
T2FLAIR,7T_to_1.5T,0007,identite,1.3485133395136315
T2FLAIR,7T_to_1.5T,0007,Vectorise,0.31380511623592333
T2FLAIR,7T_to_1.5T,0007,UNet,0.43923590325590584
T2FLAIR,7T_to_1.5T,0007,INR,0.10675297044059537
T2FLAIR,7T_to_1.5T,0009,identite,0.9400703669256348
T2FLAIR,7T_to_1.5T,0009,Vectorise,0.22125105079126986
T2FLAIR,7T_to_1.5T,0009,UNet,0.24088847274624445
T2FLAIR,7T_to_1.5T,0009,INR,0.07006755235832254
T2FLAIR,7T_to_3T,0006,identite,1.015968303644008
T2FLAIR,7T_to_3T,0006,Vectorise,0.22287006541554089
T2FLAIR,7T_to_3T,0006,UNet,0.24959038749285492
T2FLAIR,7T_to_3T,0006,INR,0.09918529068829844
T2FLAIR,7T_to_3T,0007,identite,0.996082954534594
T2FLAIR,7T_to_3T,0007,Vectorise,0.2512261662929289
T2FLAIR,7T_to_3T,0007,UNet,0.32244297485947465
T2FLAIR,7T_to_3T,0007,INR,0.0827820882283483
T2FLAIR,7T_to_3T,0009,identite,0.9420566168343889
T2FLAIR,7T_to_3T,0009,Vectorise,0.23692944539107658
T2FLAIR,7T_to_3T,0009,UNet,0.2430244838638572
T2FLAIR,7T_to_3T,0009,INR,0.06680595616642464
T2FLAIR,7T_to_5T,0006,identite,0.7027191370624939
T2FLAIR,7T_to_5T,0006,Vectorise,0.16091524273585137
T2FLAIR,7T_to_5T,0006,UNet,0.16891767472582828
T2FLAIR,7T_to_5T,0006,INR,0.05970114706425773
T2FLAIR,7T_to_5T,0007,identite,0.6970134007548467
T2FLAIR,7T_to_5T,0007,Vectorise,0.1996217242523237
T2FLAIR,7T_to_5T,0007,UNet,0.23014462503492716
T2FLAIR,7T_to_5T,0007,INR,0.06061537565077325
T2FLAIR,7T_to_5T,0009,identite,0.6858037643157482
T2FLAIR,7T_to_5T,0009,Vectorise,0.18021222246317858
T2FLAIR,7T_to_5T,0009,UNet,0.17834117578404035
T2FLAIR,7T_to_5T,0009,INR,0.041779389965302234
